agent_run_id,metadata.instance_id,metadata.model_name,metadata.resolved,metadata.turns,tag,created_at
e18d320c-5b3e-4a47-8dee-e300b6491c91,instance_tutao__tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc-vc4e41fd0029957297843cb9dec4a25c7c756f029,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
19af8d1f-0cdb-4798-8900-8b333003b156,instance_tutao__tutanota-12a6cbaa4f8b43c2f85caca0787ab55501539955-vc4e41fd0029957297843cb9dec4a25c7c756f029,Kimi - paper,false,48,,"Oct 13, 2025, 10:41 PM UTC"
cf90a5c3-1d3b-4c51-b718-0199b73dee8c,instance_tutao__tutanota-fbdb72a2bd39b05131ff905780d9d4a2a074de26-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
c2fb9d37-2b1f-41d1-8e15-53044a91d217,instance_tutao__tutanota-1ff82aa365763cee2d609c9d19360ad87fdf2ec7-vc4e41fd0029957297843cb9dec4a25c7c756f029,Kimi - paper,false,49,,"Oct 13, 2025, 10:41 PM UTC"
b2907bf7-c1eb-484f-8a9b-0813988e9672,instance_tutao__tutanota-fe240cbf7f0fdd6744ef7bef8cb61676bcdbb621-vc4e41fd0029957297843cb9dec4a25c7c756f029,Kimi - paper,true,47,,"Oct 13, 2025, 10:41 PM UTC"
73bc5add-26cd-4217-b5e8-7b7495e1ea57,instance_tutao__tutanota-1e516e989b3c0221f4af6b297d9c0e4c43e4adc3-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,true,44,,"Oct 13, 2025, 10:41 PM UTC"
06bcd165-a624-4c11-bb7b-9e6175ac48f0,instance_tutao__tutanota-befce4b146002b9abc86aa95f4d57581771815ce-vee878bb72091875e912c52fc32bc60ec3760227b,Kimi - paper,true,50,,"Oct 13, 2025, 10:41 PM UTC"
e24981f5-d58d-444e-82be-76d19cd2015b,instance_tutao__tutanota-da4edb7375c10f47f4ed3860a591c5e6557f7b5c-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
f7a60155-18c0-4b15-86b7-3d6b44c90d55,instance_gravitational__teleport-baeb2697c4e4870c9850ff0cd5c7a2d08e1401c9-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,45,,"Oct 13, 2025, 10:41 PM UTC"
64c4e17e-fd82-4d19-87c0-f54fc82c367d,instance_tutao__tutanota-09c2776c0fce3db5c6e18da92b5a45dce9f013aa-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
d09f979b-6a23-401a-b952-49dab00a4036,instance_tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,2,,"Oct 13, 2025, 10:41 PM UTC"
4bfc4d5d-4e2f-43a9-be9f-9e469291cf8a,instance_tutao__tutanota-40e94dee2bcec2b63f362da283123e9df1874cc1-vc4e41fd0029957297843cb9dec4a25c7c756f029,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
53b5d581-defc-4300-b0f9-faeaff7d6976,instance_tutao__tutanota-db90ac26ab78addf72a8efaff3c7acc0fbd6d000-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
03d9011b-1c0a-4916-a206-fd57a7e40240,instance_tutao__tutanota-d1aa0ecec288bfc800cfb9133b087c4f81ad8b38-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
bc282557-f491-4d29-b2dc-1b2d37d58336,instance_gravitational__teleport-47530e1fd8bfb84ec096ebcbbc29990f30829655-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
1d3311f5-0044-4fd9-992c-c4f8e6805171,instance_protonmail__webclients-369fd37de29c14c690cb3b1c09a949189734026f,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
9c9ffdd7-b5ea-4f1a-b091-b0fb3985ad40,instance_gravitational__teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
3ae3c246-7a7e-4ecb-9eb8-2275a89b0d19,instance_tutao__tutanota-f3ffe17af6e8ab007e8d461355057ad237846d9d-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
a3de5d98-bd80-463d-9f6c-23092e5dd14b,instance_gravitational__teleport-87a593518b6ce94624f6c28516ce38cc30cbea5a,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
f102f426-f0a8-4e01-bdbf-fe35e6bf1028,instance_gravitational__teleport-2bb3bbbd8aff1164a2353381cb79e1dc93b90d28-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,50,,"Oct 13, 2025, 10:41 PM UTC"
8a556992-fd99-4dc0-9c42-40e7b127d57a,instance_gravitational__teleport-4e1c39639edf1ab494dd7562844c8b277b5cfa18-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,39,,"Oct 13, 2025, 10:41 PM UTC"
f5764303-a770-4d21-9a49-81048e9f9546,instance_gravitational__teleport-32bcd71591c234f0d8b091ec01f1f5cbfdc0f13c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
df323365-2aad-4e73-9ddc-16788043a185,instance_protonmail__webclients-c6f65d205c401350a226bb005f42fac1754b0b5b,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
3cdf4270-43fc-4965-a35a-40ae5033ab56,instance_qutebrowser__qutebrowser-52708364b5f91e198defb022d1a5b4b3ebd9b563-v2ef375ac784985212b1805e1d0431dc8f1b3c171,Kimi - paper,false,40,,"Oct 13, 2025, 10:41 PM UTC"
b1af78e9-4dac-4333-8ef0-ecd199c41ee9,instance_gravitational__teleport-eefac60a350930e5f295f94a2d55b94c1988c04e-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,50,,"Oct 13, 2025, 10:41 PM UTC"
b89150ab-38e1-4bf9-9e32-b25e7b5a848b,instance_gravitational__teleport-645afa051b65d137654fd0d2d878a700152b305a-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,true,50,,"Oct 13, 2025, 10:41 PM UTC"
1f499d2e-8904-40a9-8709-c853d1d26360,instance_protonmail__webclients-caf10ba9ab2677761c88522d1ba8ad025779c492,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
8352d208-f534-4072-a2bf-59bafbd7c277,instance_gravitational__teleport-2b15263e49da5625922581569834eec4838a9257-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,36,,"Oct 13, 2025, 10:41 PM UTC"
d1d6a3a6-95ee-48c4-b4b8-853a0bc427cb,instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
a40d35eb-b3d2-45f8-92be-f89f601f04ef,instance_flipt-io__flipt-2ca5dfb3513e4e786d2b037075617cccc286d5c3,Kimi - paper,false,28,,"Oct 13, 2025, 10:41 PM UTC"
405d448a-c951-425d-9b12-c2160acc12d6,instance_future-architect__vuls-50580f6e98eeb36f53f27222f7f4fdfea0b21e8d,Kimi - paper,false,42,,"Oct 13, 2025, 10:41 PM UTC"
7e8b701f-1d2b-4c6c-a142-7ad3c0d97a17,instance_gravitational__teleport-1b08e7d0dbe68fe530a0f08ad408ec198b7c53fc-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
8fc7c97a-5fe9-43f3-b080-c8e06cf17dd3,instance_gravitational__teleport-bb562408da4adeae16e025be65e170959d1ec492-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
397fd9e7-417c-4859-aed6-acf23ae9d933,instance_flipt-io__flipt-1737085488ecdcd3299c8e61af45a8976d457b7e,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
bffbca94-34b0-4f44-9c97-8b3e816a4f16,instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa,Kimi - paper,false,36,,"Oct 13, 2025, 10:41 PM UTC"
9acc9123-20cf-4dce-b01f-695aebdfa214,instance_gravitational__teleport-d6ffe82aaf2af1057b69c61bf9df777f5ab5635a-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,46,,"Oct 13, 2025, 10:41 PM UTC"
04fe8253-d32e-4493-8d64-8e9f520e97c3,instance_flipt-io__flipt-b2393f07d893024ab1e47ea2081e0289e1f9d56f,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
5243de30-ef0c-41cb-b2cb-86e704a754b3,instance_flipt-io__flipt-3b2c25ee8a3ac247c3fad13ad8d64ace34ec8ee7,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
acdc829c-f060-4524-b73a-7d2420b91460,instance_future-architect__vuls-e049df50fa1eecdccc5348e27845b5c783ed7c76-v73dc95f6b90883d8a87e01e5e9bb6d3cc32add6d,Kimi - paper,false,27,,"Oct 13, 2025, 10:41 PM UTC"
451d9331-ce58-4d48-87ec-8ccf0d97f513,instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702,Kimi - paper,true,48,,"Oct 13, 2025, 10:41 PM UTC"
6182e721-9d08-40d7-81f3-dbeb4a0f6a1c,instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13,Kimi - paper,true,23,,"Oct 13, 2025, 10:41 PM UTC"
79591c2d-8e1d-491d-ad9b-896648ea6355,instance_gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
a9f541a2-0a8e-4462-9f33-cf1790698f48,instance_gravitational__teleport-af5e2517de7d18406b614e413aca61c319312171-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,39,,"Oct 13, 2025, 10:41 PM UTC"
e37a3788-a411-4c6e-bcac-3628b641439b,instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
946f7c5a-04ec-4261-ae4f-365be106a427,instance_protonmail__webclients-708ed4a299711f0fa79a907cc5847cfd39c0fc71,Kimi - paper,true,32,,"Oct 13, 2025, 10:41 PM UTC"
dc02f6e4-f3f0-4d83-af2f-fb987fd3e2ca,instance_future-architect__vuls-54e73c2f5466ef5daec3fb30922b9ac654e4ed25,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
48577289-7169-49f9-92b2-95ab82750b7a,instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,Kimi - paper,false,45,,"Oct 13, 2025, 10:41 PM UTC"
d37d7a76-9fb7-4e98-ba5a-974396dc2d16,instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc,Kimi - paper,false,14,,"Oct 13, 2025, 10:41 PM UTC"
aaea68fa-eff4-400a-94dd-929514b45297,instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585,Kimi - paper,false,41,,"Oct 13, 2025, 10:41 PM UTC"
3a80693d-f77d-47d9-be47-1c318787fe27,instance_gravitational__teleport-46a13210519461c7cec8d643bfbe750265775b41,Kimi - paper,false,42,,"Oct 13, 2025, 10:41 PM UTC"
f75b6989-7e40-4ac1-9a85-48cd187f77c8,instance_flipt-io__flipt-524f277313606f8cd29b299617d6565c01642e15,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
137be318-8d14-4943-aa9f-ec6b1b2a0171,instance_future-architect__vuls-dc496468b9e9fb73371f9606cdcdb0f8e12e70ca,Kimi - paper,false,38,,"Oct 13, 2025, 10:41 PM UTC"
9608a744-747d-432e-80f0-2d6eec206012,instance_protonmail__webclients-3a6790f480309130b5d6332dce6c9d5ccca13ee3,Kimi - paper,true,39,,"Oct 13, 2025, 10:41 PM UTC"
a5b7e0eb-29d7-4337-9163-164cb7e5443e,instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
f946433a-88e4-4534-b749-1336e0cced48,instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
b7827448-728e-4ae4-89a7-9b8d191cc482,instance_ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,Kimi - paper,false,2,,"Oct 13, 2025, 10:41 PM UTC"
c31a7855-16ec-4c29-b6f9-a2e72e4d2428,instance_gravitational__teleport-cb712e3f0b06dadc679f895daef8072cae400c26-vee9b09fb20c43af7e520f57e9239bbcf46b7113d,Kimi - paper,false,25,,"Oct 13, 2025, 10:41 PM UTC"
b2d2d6f4-c979-400d-a22f-6f7ccbe8a021,instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
320bc353-630d-4a4d-ad36-0447175fec17,instance_protonmail__webclients-df60460f163fd5c34e844ab9015e3176f1ab1ac0,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
1a7f60ae-de08-41f0-b5ee-84d0f5f2e905,instance_protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
d25ffd51-47eb-470b-b8db-1a5595c1b5b3,instance_flipt-io__flipt-5aef5a14890aa145c22d864a834694bae3a6f112,Kimi - paper,false,22,,"Oct 13, 2025, 10:41 PM UTC"
8eb9c9ba-4d06-45a8-835a-4f388727032d,instance_tutao__tutanota-219bc8f05d7b980e038bc1524cb021bf56397a1b-vee878bb72091875e912c52fc32bc60ec3760227b,Kimi - paper,false,46,,"Oct 13, 2025, 10:41 PM UTC"
984e2431-03cb-4922-93e2-433995130994,instance_NodeBB__NodeBB-8168c6c40707478f71b8af60300830fe554c778c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,Kimi - paper,false,41,,"Oct 13, 2025, 10:41 PM UTC"
3dfcbfe5-9f48-4333-9220-6b5a36b3ce41,instance_future-architect__vuls-d576b6c6c15e56c47cc3e26f5878867677d4a9ea,Kimi - paper,true,24,,"Oct 13, 2025, 10:41 PM UTC"
c32b3409-0d62-4680-908b-8bea0c3db927,instance_future-architect__vuls-e4728e388120b311c4ed469e4f942e0347a2689b-v264a82e2f4818e30f5a25e4da53b27ba119f62b5,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
183b5350-91c4-47d1-892e-1ed8c4f7281e,instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,Kimi - paper,false,22,,"Oct 13, 2025, 10:41 PM UTC"
4fbac846-a203-4c05-aebf-f80fb7dba22b,instance_flipt-io__flipt-b2cd6a6dd73ca91b519015fd5924fde8d17f3f06,Kimi - paper,false,44,,"Oct 13, 2025, 10:41 PM UTC"
e3a5203e-fa6f-4655-94ee-f747625f207f,instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587,Kimi - paper,false,25,,"Oct 13, 2025, 10:41 PM UTC"
9bf90878-58c5-43ad-9a3e-e1281091a9ae,instance_flipt-io__flipt-05d7234fa582df632f70a7cd10194d61bd7043b9,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
bbb07842-458d-4959-bb0f-00cd57d7ca15,instance_protonmail__webclients-01b519cd49e6a24d9a05d2eb97f54e420740072e,Kimi - paper,false,40,,"Oct 13, 2025, 10:41 PM UTC"
8e4d1f52-0c27-48bd-a41e-235a75642c50,instance_flipt-io__flipt-aebaecd026f752b187f11328b0d464761b15d2ab,Kimi - paper,true,51,,"Oct 13, 2025, 10:41 PM UTC"
b2be1213-88f9-463b-a45c-8ed3baa28734,instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan,Kimi - paper,false,33,,"Oct 13, 2025, 10:41 PM UTC"
5445dabe-3b07-4204-b077-ef4c820cc4c1,instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d,Kimi - paper,true,43,,"Oct 13, 2025, 10:41 PM UTC"
4fb0bd2b-48be-47c6-a373-819680e2c891,instance_navidrome__navidrome-56303cde23a4122d2447cbb266f942601a78d7e4,Kimi - paper,false,9,,"Oct 13, 2025, 10:41 PM UTC"
e2f409fe-8080-47b7-a467-7fa05ff217d0,instance_NodeBB__NodeBB-bd80d36e0dcf78cd4360791a82966078b3a07712-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,Kimi - paper,true,46,,"Oct 13, 2025, 10:41 PM UTC"
1138cf54-5d53-4fd9-ad09-e7839116d268,instance_future-architect__vuls-e6c0da61324a0c04026ffd1c031436ee2be9503a,Kimi - paper,false,26,,"Oct 13, 2025, 10:41 PM UTC"
b001f87f-f864-423f-a1e1-673b816a1cfb,instance_protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
d87d8e11-d2dd-496a-9c0a-a295bb1d19c6,instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
5737c084-8eec-4665-a90d-8346fe23cf03,instance_protonmail__webclients-3f22e2172cbdfd7b9abb2b1d8fd80c16d38b4bbe,Kimi - paper,true,39,,"Oct 13, 2025, 10:41 PM UTC"
eee973a7-7ef0-43c8-9236-3af4124cb520,instance_gravitational__teleport-ba6c4a135412c4296dd5551bd94042f0dc024504-v626ec2a48416b10a88641359a169d99e935ff037,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
54b78595-4a5f-4065-9083-f0adad27bc89,instance_flipt-io__flipt-9d25c18b79bc7829a6fb08ec9e8793d5d17e2868,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
8f900ceb-05b5-4620-bd97-fe985b18cb59,instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
e35abc29-3e01-40fe-b407-950f068e1c68,instance_future-architect__vuls-457a3a9627fb9a0800d0aecf1d4713fb634a9011,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
30f0de0a-77db-4d3c-8dc7-039e7d250242,instance_future-architect__vuls-ca3f6b1dbf2cd24d1537bfda43e788443ce03a0c,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
982a0334-1df0-4ba3-ab5a-51c9b9485af8,instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,Kimi - paper,false,51,,"Oct 13, 2025, 10:41 PM UTC"
899ec203-7123-4317-bc82-51237a4baeb1,instance_future-architect__vuls-0ec945d0510cdebf92cdd8999f94610772689f14,Kimi - paper,false,46,,"Oct 13, 2025, 10:41 PM UTC"
